name_song,lyric,label
Mất Kết Nối,nỗi đêm lý tồn chạm bờ môi dịu dàng thầm ngào tai ta tan vỡ hai cực đành chia đôi ghi tế bào dừng sao chẳng vật chất chẳng spotlight nốt nhạc hoà mic chối vui đi bận thả câu ca đời mấy d o m i c lẽ ngủ say nỗi đêm lý tồn chạm bờ môi dịu dàng thầm ngào tai ta tan vỡ hai cực đành chia đôi ghi tế bào dừng sao gọi nhỡ hàng đêm tận dòng ký ức bây phai dần gót rời đi bay vút tầm sao vương vấn bọn kết thúc sức tình khúc rời lẽ ngủ say nỗi đêm lý tồn chạm bờ môi dịu dàng thầm ngào tai ta tan vỡ hai cực đành chia đôi ghi tế bào dừng sao hay đổi thay bao nhiêu suy yêu thương yêu hơi vô lý ta kết nối kết nối x,yêu thương
Kem Dâu Tình Yêu,khao khát giấc mơ thần tiên thơ bé dại thầm mong ước xây đài ước mơ nàng công chúa hát ca sẻ chia vui buồn u sầu cất cánh bay trời tựa giấc mơ nàng tiên rất hiền buồn lắm đời vắng ấu thơ mơ giấc mơ cười đùa tình yêudù trôi tình ta đẹp đi giông tố tình yêu đắm say tình nhung vu vơ giấc mơ tình ta ngào kem dâu kia niềm hạnh phúc mắt tình giấc mộng trôi ngào kem dâu tình yêu,yêu thương
Tình Chàng Ý Thiếp,chàng vắng đường ruổi rong chiến chinh bao mùa xuân vắng thiếp song cửa trăng úa chàng chân mây gọi mưa bay trời phong tê tái bao nguôi đứng thềm lối xưa xanh ngàn dâu bóng câu nắng nghiêng ngàn hoàng hôn mịt mờ sương rơi màn đêm buông xào xạc canh gà tiếng xuôi lệ sầu tuôn thương gió lạnh đường khuê phòng đan áo thương đời bé bỏng miền quê yên biên thuỳ ngàn trùng ngăn mấy sông tình chàng thiếp sầu sầu chàng vắng má hồng trang dâng vơi thiếp bao nguôi thẫn thờ trầm lệch buồn thương vòng lưng eo sầu tương tư nhạt làn môi son hờn duyên ngỡ mùa xuân thương gió lạnh đường khuê phòng đan áo thương đời bé bỏng miền quê yên biên thuỳ ngàn trùng ngăn mấy sông tình chàng thiếp sầu sầu chàng vắng má hồng trang dâng vơi thiếp bao nguôi thẫn thờ trầm lệch buồn thương vòng lưng eo sầu tương tư nhạt làn môi son hờn duyên ngỡ mùa xuân nhạt làn môi son hờn duyên ngỡ mùa xuân,yêu thương
mình yêu nhau bình yên thôi,tình yêu đi khắp thành phố hoa miền quê bình yên vai tựa vai đôi bàn nắm xiết chặt mãi yêu thương đong tình yêu tình yêu đôi ta yêu tất đi đi chân trời gọi hạnh phúc vui buồn ta mỉm cười yêu yêu bình yên bao mai nắng bình minh nắm chẳng rời yêu yêu bình yên cảm ơn gió trời ước mơ bay mãi nắm muôn mưa nắng vàng an nhiên bão giông gió dịu dàng hiên môi kề môi đôi bàn xiết chặt mãi câu trò hôm tình yêu tình yêu xuân yêu tất chân thành khát vọng xuân xanh yêu hướng bao vui buồn mỉm cười yêu yêu bình yên bao mai nắng bình minh nắm chẳng rời yêu yêu bình yên cảm ơn gió trời ước mơ bay mãi nắm muôn nà na na na na na nà na na nà na na nà na ná nà nà na na nà nà na na ná nà ná ná na nà na na yêu yêu bình yên cảm ơn gió trời ước mơ bay mãi nắm muôn,yêu thương
Vì Chúng Ta Là Con Người (Demo),sao khóc mắt sao bao cũ trở sao dối trá đời đem tim đánh cược ta x hạt sạn tí hon đời đời ta đùa sao hôm lừa dối sao bấm nhấc máy ta gọi vội quên bao mát gọi niềm đau nhồi đầu thềm mắt lau gục ngã đôi chân lắc lư chìm giấc ngủ gỡ nút thắt lặng im tiên tri đớn đau kiên trì ngước mắt vẽ khói mắt giới gạt mắt lăn mi đời thương đời đường,yêu thương
đã lỡ yêu em nhiều,lỡ yêu ngắm mưa hàng bao nhiêu hạt mưa nhiêu nỗi lỡ yêu đếm sao trời bao nhiêu saol,yêu thương
Như anh đã thấy em,ngắm mây sao màn đêm long lanh lướt nhẹ câu hát giấc mơ thổn thức đôi trầm ngâm sâu thâm tâm vẽ tranh ẩn chứa sâu sắc màu mỏng manh mỏng manh sao chẳng bóng hôm dần làn mây khuất trôi rong thời gian đẹp đời sao tất xóa đi phiền lo bủa vây ta may tất hát mãi ta thời gian đổi thay tuyệt vết xước tối đen rối ren nằm mãi tâm trí đôi tình yêu đem ta niềm vui lí trí đi kèm thời gian ta chẳng mong mỉm cười cạnh trách gian sao mau phai màu ngàn nỗi viết mây thời đuổi tầm băng xuân ta chẳng bao chớp mắt đầu bạc nụ cười xưa ta xóa đi phiền lo bủa vây ta may tất hát mãi ta thời gian đổi thay tuyệt mẽ sao ta yêu rất nắm khắp nẻo đường ngắm hoàng hôn chạm bờ vai khoảnh khắc đầu tiên cất nụ cười trang kỉ niệm xóa đi phiền lo bủa vây ta may tất sống hát mãi ta thời gian đổi thay tuyệt u sầu màn đêm thâu dòng kí ức sao loang màu ta trông rong thời gian đẹp đời sao tất,yêu thương
Chell Mưa,chiều mưa cảm ô cửa sổ mưa tí tách rơi phòng vang nhạc nỗi thương mai nắng tắt nụ cười giọng viết ngân ca giửi chút thơ tình nắng vàng kẻ hôn má giọng ngào hoa mật chót say đấm tiếng thầm mùa thu tình yêu đôi ta tình yêu mênh mong rộng biển nắng đẹp khơi bao nỗi niềm chất chứa đi muộn phiền sống biển u lo vô rông phố thị tấp nập dòng vọi vả nhũng kẻ mơ hồ ta đêm dần choi mong nỗi thầm xâu tâm trí tình yêu trao gác hôm hoàng huyên phố củ ta đnag trò đêm mộn hoài bảo áp lực bộn bề sống tương lai tuyệt vời ta cón đồng hành lắng chia cảm ơn đời cảm ơn đời,yêu thương
phải chăng em đã yêu,yêu đầu tiên say nụ cười tình yêu ta ngất ngây xây chín tầng trời mây khuất mờ ánh giấc mơ đời vốn đường thẳng sao tình cờ rẽ ngang đời vội vã vội đi sao yêu suy đêm mong chờ đợi vơi bao đêm ngàn tia nắng ánh dương màu mắt xanh ngời lóe ngàn giấc mơ đời yêu đầu tiên say nụ cười tình yêu ta ngất ngây xây chín tầng trời mây khuất mờ ánh giấc mơ trái đất vốn lạ sao đi nhầm đường lạc tim lẻ loi đằng chữ yêu thương when you call me a baby make me crazy my heart is breaking slowly chầm chậm bờ môi khẽ trôi ôi yêu tình cờ ngây thơ tình cờ lắm vu vơ tình cờ bơ vơ lạc giấc mơ lắm mãi thương tim bâng khuân chẳng chữ thương lắm thể phơi bày yêu đầu tiên say nụ cười tình yêu ta ngất ngây xây chín tầng trời mây khuất mờ ánh giấc mơ yêu hay yêu thương trao đôi môi trở thành đôi vơi liệu chầm chậm đôi vui cười,yêu thương
Bỏ Em Vào Balo,đón chiều ca đoạn đường sao hôm nhiên nhiên đi sống hà nội nhộn nhịp đôi vơi dòng đảo điên đôi ta rối bời hay đi balo thủ đô rời thành phố làn khói ô tô xây gỗ mãi tận ngoại ô vứt bão tố chốn hà nội đông đúc xô bồ gạt muộn phiền đằng sống đen vâu nuôi cá buồn trồng rau chẳng ngại mắt lau tình cảm đón chiều ca đoạn đường sao hôm nhiên nhiên đi sống hà nội nhộn nhịp đôi vơi dòng đảo điên đôi ta rối bời hay đi balo thủ đô rời thành phố làn khói ô tô xây gỗ mãi tận ngoại ô vứt bão tố chốn hà nội đông đúc xô bồ gạt muộn phiền đằng sống đen vâu nuôi cá buồn trồng rau chẳng ngại mắt lau tình cảm balo thủ đô rời thành phố làn khói ô tô xây gỗ mãi tận ngoại ô vứt bão tố chốn hà nội đông đúc xô bồ gạt muộn phiền đằng sống đen vâu nuôi cá buồn trồng rau chẳng ngại mắt lau tình cảm,yêu thương
thương thương thương yêu yêu yêu,hỡi tình yêu hôm ta tựa kề vai ta nguyện thề trăng sao khát khao tiếng yêu hứa hứa trọn đời yêu mong mãi mong ta đôi mến thương yêu đắm say thương thương thương lắm yêu yêu yêu lắm ngàn nụ hôn gửi trao mãi mãi bao phai ta muôn đời ta rời dìu trời,yêu thương
Một Đời,yêu chẳng ngại đường phố hoa bay bao sắc màu quán vắng chẳng buồn khúc ca màu yêu thương hôm đôi ta mãi gió mùa đông ghé chẳng lo phút giây mãi mãi ta mỉm cười tương lai hôm đời thương đời yêu đoạn đường tương lai ta sẻ chia khốn khó đời mãi rời tình yêu đời ta đời đi giận hờn buồn vui phong sóng gió nở nụ cười xứng đời lo toan muôn lối ta đời thênh thang đèn hải đăng chớm tắt ánh mắt ta ngỡ chốn hoang sơ khô cằn phút giây hai ta khúc hòa ca gửi đời chẳng chữ lìa,yêu thương
MẸ YÊU CON,thương thái mấy chiều mưa sòngchờ đợi mùa xuân mừng góp vân tương lai đẹp lắm mẹ hát muôn đi,yêu thương
Ba ngọn Nến Lung Linh,nến vàng mẹ nến xanh nến hồng nến lung linh a a a thắp gia đình gia đình gia đình ôm ấp ta thơ ta bao nhiêu niềm thương mến gia đình gia đình vương vấn chân đi ấm áp trái tim gia đình gia đình ôm ấp ta thơ ta bao nhiêu niềm thương mến gia đình gia đình đơn độc suốt đời lung linh lung linh tình mẹ tình lung linh lung linh mái lung linh lung linh buồn vui lung linh lung linh hai tiếng gia đình,yêu thương
Chuyện Hợp Tan,đêm lặng lẽ sương mù giăng mảnh tình quê buồn chất chứa sơn khê nhịp đàn lưu luyến đường quê hay mắt bây rớt mau tiếng hát hôm vút vương vấn bao nỗi sầu mai rời quê hành trang niềm thương thức trắng đêm sương điệu hò tha thiết bao sầu thương mai thương đôi chia lối đau thương mấy ân tình ta trao ước mộng giãi dầu đời nhánh sâu dần thoáng buồn đời chân miệt mài cỏ hoang ta âm thầm chiều vắng tim mãi mơ màng hợp tan mai chia ngàn lối đời ta vui ước mơ xóa nỗi đơn côi thao thức bao niềm vui đêm tiễn giây phút ấm mai thấm lạnh gió lay mưa gọi thương,yêu thương
Địu Con Đi Nhà Trẻ,thương quý trẻ nằm trời thương quý mẹ điêu đinhà hơi trề trẻ đấy bốn phương trời gió hương bay giông suối làng nắngtươi vàng chảy nướng lùa vèn thương quê cua đấy đồng lúa nương đôi bốn phương trời mai đời dương dòng suối hát séo mừngnúi dương dòng suối đấy ơihãy mãi lắng khôn lêncờ dòng suối đâythả sức quân traitận tuyển khơi hành sông dàihãy mãi lắng khôn lênđẹp bàn cầm thỏa sức sân dương diệt thú diệt quân thù tuyên hay dừng xanh đấy đấy trời vui tầng mây trắng núi non rừng dòng suối hát siêu mừng núi rừng dòng suối đấy biên hay rừng xanh đấy biên hay rừng xanh đấy thương quý trẻ nồng cháy thương quý thương quý,yêu thương
là bạn không thể yêu,yêu giây phút hai dưng trái tim rung động quan tâm thương tiếp đường bao khó khăn lầm lỗi ta tình yêu đậm sâu cứa đơn đêm thâu thể yêu chờ gió ngàn yêu thương cất đi niềm thương đêm lạnh giá nỗi đau u sầu tiếng dương cầm ngân vang khuất lối xăm bóng tan làn mây đắng cay chia đôi giấc mơ xôi đau mắt sâu đêm thở tình yêu mãi bao nguôi ngoai thời gian đậm sâu cứa đơn đêm thâu thể yêu chờ gió ngàn yêu thương cất đi niềm thương đêm lạnh giá nỗi đau u sầu tiếng dương cầm ngân vang khuất lối xăm bóng tan làn mây đắng cay chia đôi giấc mơ xôi hỡi gió ngàn yêu thương cất đi gió ngàn yêu thương cất đi niềm thương đêm lạnh giá nỗi đau u sầu tiếng dương cầm ngân vang khuất lối xăm bóng tan làn mây đắng cay chia đôi giấc mơ xôi hỡi,yêu thương
Gửi Người Em Gái,cành hoa tim tím bé xinh xinh báo xuân nồng rừng đào phong kín cánh mong manh hé hoa hà nội chờ đón tết hoa chen đi liễu rũ chi đêm tân xuân hồ gươm say mê chuông reo ngân ngọc sơn sao uy nghi ngàn lễ đền chạnh gái chớm dâng hương mắt nồng rộn yêu thương đôi mắt tha thiết dáng kiều ôi tình yêu mùa thu khép trời tím ngắt nàng đi gót hài xanh đi sao đành đường xưa lối cũ ân tình nghĩa xưa sống kim tiền ngục trần gian hãm thân xinh đôi mắt hiền đời nghèo lối thoát đành cúi đầu đi xuân đêm đường đêm ca ti na hoa mai rơi rủ phương dần trắng xóa mặt đường gái thương thống rất khôn ngừng cầu chia giới tuyến mai san đất nụ cười gió chờ cầu hiền lương đi màu son đôi môi khăn san bay lả lơi hai vai trời thắm gió trăng hiền hà nội bóng dáng nàng tiên tháp rùa yêu dấu trơ trơ lớp đổi xưa thu chiều song thơ rất tình yêu nhẹ đi khung trời bát ngát tình ta dở dang đường xưa lối ngập lá vàng đường thong thả bao nàng đón xuân giấy trắng tàn ép hoa tàn thời gian nét yêu đương hoa vàng dịu đàn phím thơ trào dâng viết gửi đêm hôm nao gian mơ miền xưa hương lan đường phố lóa ánh đèn đất bắc chờ,yêu thương
Sóng gió,hồng trần đôi cánh họa đời phút giây thơ ngủ mơ thờ hay vỗ cánh bay yêu hóa thành dưng ta xưng thương bờ vai nhoi đôi mắt hóa mây đêm thương sao mùi lý hương vương vấn mãi thềm đời phiêu du cố trời mênh mông chim kia đôi sao chẳng phu thê đừng trăng cố níu bình yên mái đời ngược dòng trời ban ánh tư bề dáng lối tia nắng cớ sao tăm tối mai lỡ vấp ngã đời thay đổi chẳng lẻ loi ah suy tư hành trang sống khổ gió biển di cư lênh đênh hoá kiếp thân trai thủy hử chẳng đành bé sóng gió vây quanh thành quỷ ta đẩy hay ta trói bây ta chả bận hay chẳng thể tụi yêu sao cánh điệp phủ mờ nét bút chẳng hẹn phố thị đèn màu ta lối sống chết nhặt nhành hoa rơi đoạn đường buồn dòng vội vàng tình tình tình lặng bờ vai xưa tựa đầu khổ đành chặn đường đừng đi đừng đi đừng đi câu hứa đừng đi đừng đi câu hứa trời ban ánh tư bề dáng lối tia nắng cớ sao tăm tối mai lỡ vấp ngã đời thay đổi chẳng lẻ loi buồn áo khâu vá quàng lặng dòng sông phút bồi hồi hỡi đi vạn trùng đau kia bão tố trời ban ánh tư bề dáng lối tia nắng cớ sao tăm tối mai lỡ vấp ngã đời thay đổi chẳng lẻ loi outro vạn dậm ngàn mây say rượu chả đắng đoạn đường quạnh vắng buông câu thề nỗi tình vụn vỡ tơ duyên lỡ làng lùi đằng đời chẳng ta tiếng thở than,yêu thương
GET IT,get it get it get it get giấc mơ đi ta keep it low tim đau chết ta get it get it get tan màn đêm x đi đôi cánh nát ước mơ thành thiên thần nguyện đầu tiên bao nhiêu niềm đau trái tim yên tâm yêu thầm mong thời gian ngừng trôi cạnh bao nhiêu yêu ma baby girl cạnh dòng nhắn đôi ta kiếm màn đêm đi ký ức vs nỗi thể quên yeah đơn đêm trái tim lề tequila đê hề get it get it get it get giấc mơ đi ta keep it low tim đau chết ta get it get it get tan màn đêm x nỗi ta thể thành hôm cạnh yêu coi trò cười đau yêu mặc niềm đau quên đi ký ức đôi ta đậm sâu bao yêu thương bay đâuuu bay x,yêu thương
Thương em,trăng tà khuất lối rặng rừng thương chín đợi mười chờ thương vợi thương ngóng đợi hôm dòng thư nỗi đau nỡ sao đành thương thương thương lối thương câu hứa câu thề thương mấy núi trèo mấy sông lội mấy đèo thương chí tang bồng thương ngóng trông đem sáo sông đau biệt ly thương bến đợi đi thương ôi chữ tình hoài công thương thay sáo sổ lồng hôm dòng thư nỗi đau nỡ sao đành thương thương thương lối thương câu hứa câu thề thương mấy núi trèo mấy sông lội mấy đèo thương chí tang bồng thương ngóng trông đem sáo sông đau thương thương lối thương câu hứa câu thề thương mấy núi trèo mấy sông lội mấy đèo thương chí tang bồng thương ngóng trông đem sáo sông đau biệt ly thương bến đợi đi thương ôi chữ tình hoài công thương thay sáo sông,yêu thương
Kinh Hoà Bình,lạy chúa nhân mến yêu phụng chúa lạy chúa khí cụ bình an chúa ðể đem yêu thương oán thù ðem tha lăng nhục ðem an hòa tranh chấp ðem chân lý chốn lỗi lầm ðể đem kính nghi nan chiếu trông cậy thất vọng ðể dọi ánh tối tăm ðem niềm vui chốn u sầu lạy chúa dạy an ủi ủi an yêu mến mến yêu hiến thân lãnh quên thân th tha tha chết đi vui sống muôn đời ôi thần linh thánh rộng thương ban thiện chí ơn an bình,yêu thương
yêu không cần cố,valinetine ta đôi sao ôm gối yêu hay yêu thời gian trôi chìm mắt ối ôi ồi bao vai sad boi cạnh bao nhiêu it you that i want to connec to ngào tình yêu cornetto đầu đem nụ cười vùi chôn tim nguyện đời chờ mưa nắng mây trôi mong nắm mãi bao hay sợ phút chốc tiễn bao công nằm gió bay oke đồ đêm ta đi cháy phố loanh quanh kệ trời mưa rơi đi quà yêu ngại giá giấc mơ mong chẳng tỉnh hay run cầm cập đứng trời đông giọng tan chảy cất điệu cười đi tim loạn nhịp nhảy tình hình gọi dây đàn căng chối buồn tỏ tình chẳng kem băn đêm giây ngào xong dập tắt lỡ lọt tầm mắt lễ tình yêu thầm nhắc hội lướt cầm ngốc đi kem ốc quế ánh trời đêm đen,yêu thương
xtc,ta yêu đêm yêu say mắt môi nhạc hay chill sâu tâm trí tan giấc mơ chút thơ ngào ấm hơi thở share giấc mơ bình minh xua tan mây mờ yêu redbull ly jagerrrrrr hey girl thể bay hai máy bay maybach chẳng cánh superman chẳng máy duracell sexy girl bao chết trái tim xanh green heart tín đét oh baby girl tonight u are my princess ghi guinness nâng bàn thời gian trôi rất hôn bờ môi cảm xúc phanh nửa đêm trời mong quên quên sao ca long lanh đôi mắt xanh lối sống đẹp trippin volkswagen flippin let me see your movin groovin with groovie x ta yêu đêm yêu say mắt môi nhạc hay chill sâu tâm trí tan giấc mơ chút thơ ngào ấm hơi thở trao giấc mơ bình minh xua tan mây mờ yêu redbull ly jagerrrrrr hey boy phòng thiêu đốt vật xung quanh tim tiếng pop rượu champage rạo rực vòng quanh eo khẽ ôm from the back u know i like that black hoodie with them bluejeans tóc messy mùi armani chút đi the neckchains and the sex game đồng tử giãn cõi thần tiên yeah yêu chết ngất đi infinity bao nhiêu phiền lo cất đi cause ur feel good rơi tình yêu trò hay chiến khơi mào giấu đi buồn đau làn mi phai nhạt đi chẳng cuồng prada cười balenciaga lỡ thương chẳng quan tâm trái tim yêu đậm sâu ta hôn club đèn màu,yêu thương
Yêu nhau nhé bạn thân,tim khúc ca bừng tia nắng xua tan bóng tối hiu quạnh tim cám ơn cám ơn tất trao chẳng hề vô cớ chẳng lí yêu hai yêu hy sinh vứt đi mong lắng tim tiếng yêu chẳng tỏ mẽ khóc yếu mềm cười tươi dang vòng bất lo chặng đường tương lai chắn dàng ta khó khăn chẳng màng bình yên hiên vắng ánh hoàng hôn tách trà thơm ưu phiền chẳng vương hai ta mộng mơ chẳng hề vô cớ chẳng lí yêu hai yêu hy sinh vứt đi mong lắng tim tiếng yêu chẳng tỏ mẽ khóc yếu mềm cười tươi dang vòng bất lo chặng đường tương lai chắn dàng ta khó khăn chẳng màng bình yên hiên vắng ánh hoàng hôn tách trà thơm ưu phiền chẳng vương hai ta mộng mơ yêu chẳng tỏ mẽ khóc yếu mềm cười tươi dang vòng bất lo chặng đường tương lai chắn dàng ta khó khăn chẳng màng bình yên hiên vắng ánh hoàng hôn tách trà thơm ưu phiền chẳng vương hai ta mộng mơ ánh hoàng hôn tách trà thơm ưu phiền chẳng vương hai ta mộng mơ,yêu thương
yêu người yêu đời,thân cố gắng yêu thương yêu ta yêu thương hoài mặc quen chua cay thoáng tai thân cố gắng thương yêu đời đời yêu ta yêu thương hoài mặc đời ta vững yêu đời đời yêu gian dối đời cay đắng vôi bầu trời mây bay ta yêu thương đời chông gai trọn đời đi đi hoài thân cố gắng yêu thương đời đời yêu ta yêu thương hoài mặc đời ta vững yêu đời đời yêu gian dối đời cay đắng vôi,yêu thương
Chạm Khẽ Tim Anh Một Chút Thôi,chạm nhẹ đôi mắt chạm nhẹ bờ vai chạm nhẹ đôi môi mai chạm nhẹ trí chạm nhẹ mơ chạm khẽ ngây thơ yêu gái bé khóc mưa bớt đau yêu gái viển vông nắm tận đời thời gian xoá đi ngây thơ vội vàng giấc mơ đau vu vơ chẳng bất ngờ mai kia lồng ngực đau đừng vội khóc xiết e bình yên đừng hôn môi quên dư vị ngào hai ta trao đừng ôm ta chẳng thể vỗ đừng chia ta xứng đừng vội khóc bình yên chạm khẽ tim chút mai,yêu thương
Thuyền Hoa,thuyền đi sông trăng cưới ta rước hội vui sông thuyền hoa giăng bao nàng miệng cười xinh xắn thuyền trôi ánh ánh hồng tươi đèn hoa bao màu xanh ngát hồn ta thuyền trôi đêm vui hò khoan hò khoan tiếng hát vang dòng sông dòng sông xanh xanh tình dòng sông xanh xanh ước mơ thuyền trôi bến bến yên lành xuôi mái chèo vui bến bình ta sống thảnh thơi làng quê ta đêm vui rước thuyền hoa chân giầy đầu che khăn đôi môi hồng miệng cười tươi tắn chợ quê xưa thành phố rước mừng vui rước bến vơi thuyền hoa dừng hò khoan hò khoan mắt vầng trăng mai ta chở chở yêu thương bến xưa dòng sông thuyền hoa trái nở hoa trăng đời ta,yêu thương
Doa Hoa,oh bae đi hai cà lem hoa tặng ôi iu òi đi phố trông kiêucute ôi siêu fall in love with strawberry đời nàng đóa hoa chẳng sợ xinh đẹp hoa hướng dương đêm vấn vương đời thương ôm mộng mơ yêu nha yêu nha yêu nha oh oh no no no đơn giản thích đi thể đợi đèn hôm hoàng hôn đợi chill đồi cỏ đợi vén tóc ngó thương tầm xác tim trao im ngắm hình viết vần câu đỉnh hoàng nàng thơ đi chàng mộng mơ mai thể vui gọi dậy nấu bát mì tôm viễn cảnh tươi đẹp oh damn va tình yêu bất ngờ đường mật rất thơ ích kỉ hơi thở mùa đông lạnh lắm ôm mơ ta chia lối hay ta nằm men lối cũ mấy game xửa xưa ko thắng quán quân nối chữ oh baby đi hai cà lem bó hoa tươi tặng ôi yêu ời đi phố trông kiêu ôi siêu fall in love bb đời nàng đóa hoa chẳng sợ xinh đẹp hoa hướng dương đêm vấn vương đời thương ôm mộng mơ yêu nha yêu nha yêu nha oh oh no no no,yêu thương
dịu ngọt tình yêu thương,hương hoa mẹ mẹ ánh mắt ước mong mẹ tình yêu thương nâng chắp cánh bay hương hoa mẹ mẹ ánh mắt ước mong mẹ tình yêu thương nâng chắp cánh đời mong bay mẹ mong bao yêu thương mong sao mong bay mẹ mong bao yêu thương mong vững đời ước ước mong mẹ ta thương,yêu thương
All I Need,trai bắc giang vàng giá học giá trị phá bay đất ta mua đồ bao quên giá cước tuần chán thịt tiền mua cá huh sao nếp sống xều xoà khó kêu dòng máu đất bắc ngại nề hà tiền chẳng trách trắng chia điếu thuốc già sống đàng hoành thích gọi mong túi mong sống đơn côi gửi nụ hôn gió điếu xì gà cháy môi nhắc đừng quên ye thích đẹp khen a thats just made me like a men ta siêu mẫu mày i gotta bang xung quanh toàn ca ngợi quan trọng khen mày đấy tao nổi bật ú ù tao đua quỷ hãi hồn tao hiphop châu âu chỗ đứng chốn đông tao toàn thân thiện mày cười homie khoác áo look sassy i like it hot i like that when its classy đẹp she proudly call me baby thích xô bồ tâm chí đôi cảm đô hộ nghiêm chỉnh thời pô pô ta giốnh chả hussle xung quanh thành phố throw a gangsign sét đánh ngang tai thể biến thành paris by night cảm xúc khó tả gánh ngang vai chụp đôi ta cười khắc ko babe babe trông ta tranh babe âm babe vang phòng babe ta quện babe khó tả babe babe babe ye ye super star bế mẹ du ầu mong biển khơi áp phích mẹ đi khoe khắp tất việt yên sao sống thượng thoả viên kim cương thô toả hứa k đc quit ôm thats all i need cầu nguyện gia đình toàn hit thats all i need thats all i need thats all i need x,yêu thương
Anh Sẽ Mãi Nhìn Theo,nhắn lẽ rời chiều buồn đường mệt bao dòng lối dần yêu dựa ngơi thương hôn nhẹ chán thay ôm chặt rời phút vỡ tan tiếng cười đi giây đắng chẳng phút giây giấc ngầu đi bao đường mãi châu chân môi hôn làng im nhắm mắt trôi dòng ôm lắng quên bao nhiêu chờ mong châu chân môi hôn làng im nhắm mắt trôi dòng ôm lắng quên bao nhiêu chờ mong châu chân môi hôn làng im nhắm mắt trôi dòng ôm lắng quên bao nhiêu chờ mong chặt dòng dần yêu mềm dựa vai nghi ngơi thương hôn nhẹ chán thay ôm chặt rơi phút tan tiếng cười đi say đắng chẳng phút giây giấc đi bao đường mãi châu chân môi hôn làng im nhắm mắt trôi dòng ôm lắng quên bao nhiêu chờ mong duyên gió bàn chân đơn cố gắng đường màu trăng xoa lối quen ôm gian chẳng nghĩa làng đêm lưng đi hồng mãi suốt đời mong bình yên tiếng cười đi say đắng chẳng phút giây giấc đi bao đường mãi châu chân môi hôn làng im nhắm mắt trôi dòng ôm lắng quên bao nhiêu chờ mong,yêu thương
Bạn Trai Tương Lai,bóng dáng thoáng lỡ rớt rơi tim mưa rơi tương tư cạnh đông đôi lạnh trai tương lai tương lai tương lai nắm đôi hi vọng độc thân chẳng thể cản chân ta yêu mong mong nắm đi ta bao cánh đồng hoa rất thơ ta hôn chân trời mệt bộn bề bao lo âu đầu suy sống hum uhm chẳng cầm ta đi thăng trầm cảm yên bình tựa vai chẳng đấy khó khăn nở nụ cười xinh oh baby girl sao hằng mong đêm mơ mong tình yêu lắm câu toàn cơm tình yêu ngước trần suy đôi môi bé xinh cười tươi thay lầm lì tối cánh ta lang thang vui đêm tổn thương tim mau quên đi đôi lau giọt sương kia mi xung quanh khinh chẳng soi mói ráng tiếp mấy câu chờ tiến kế trai tương lai bóng dáng thoáng lỡ rớt rơi tim mưa rơi tương tư cạnh đông đôi lạnh trai tương lai tương lai tương lai nắm đôi,yêu thương
Người Tình Ơi,trao tình ấm nồng xua tan bao giá băng muộn phiền khứ chẳng đêm đơn gối chăn kề vai say giấc mơ bão giông trọn đời mãi my baby đừng vội cất đi tình trọn đợi chờ giây phút buồn vui tối my baby trở phút giây ngào yêu thương vẹn nguyên đong quên lỗi lầm quên đắng cay mưa rơi ôm nỗi vơi vòng môi hôn đắm say quên đi bao nhạt nhoà kí ức chẳng đêm đơn gối chăn kề vai xây giấc mơ bão giông trọn đời mãi,yêu thương
niệm khúc cuối,mưa đời mây hay bão tố kéo gió gió lạnh tuyết bùn lầy lá buồn gầy sao sao đi yêu dựa vai yên vui ấm áp đời môi rã nát rã nát tim đau đôi ước tù tóc rối bạc màu vết dấu tình sầu giây phút yêu ngủ ru ru mộng đời thời yêu đương gối mộng ôm đêm mặn nồng yêu thương vợ chồng mai đi đời tâm xé xé nát tim ước ước ngàn trách đời muộn tình sao đi yêu,yêu thương
Phượng Hồng,giỏ xe chở hoa phượng chở mùa hè đi chùm phượng vĩ cầm thuở chẳng hay thầm lặng tình đầu tình đầu mưa giăng giăng cửa lớp áo bay trắng giấc mơ thơ hoài cánh phượng hồng ngẩn ngơ mùa hè trường khắc nỗi mùa khai trường áo lụa gió thu bay tình đầu đàn buông tiếng xôi gã khờ ngọng nghịu đứng thơ chở mùa hè đi đứng nắng ngập đường vạt tóc,yêu thương
Ai Thương Con Nhiều,mẹ thương thương hoài gấu búp bê lắc đầu thương mẹ yêu mẹ giấu khó đi khó đi a mẹ thương,yêu thương
anh yêu em yêu đến đau lòng,yêu cuồng say yêu đau yêu đau yêu chẳng thể ko mong ta hôm chia mưa phim buồn phũ phàng nỡ chia chia trái tim yêu tất tạm bợ phũ phàng đi tim rất đau cố giấu thầm hôm mãi mãi yêu cuồng say yêu đau yêu đau yêu chẳng thể ko mong ta hôm chia mưa phim buồn đắm đuối hôm môi hôn trao ngào,yêu thương
